headline,pubDate,tokens,lemmatized_tokens,source
"Israel has gone beyond self-defence in Gaza, Tory MP Alicia Kearns says",2023-12-18,"['Israel', 'has', 'gone', 'beyond', 'self-defence', 'in', 'Gaza,', 'Tory', 'MP', 'Alicia', 'Kearns', 'says']","['Israel', 'ha', 'gone', 'beyond', 'self-defence', 'in', 'Gaza,', 'Tory', 'MP', 'Alicia', 'Kearns', 'say']",bbc
Woman kidnapped by Hamas says she was 'shown off like a trophy',2023-12-18,"['Woman', 'kidnapped', 'by', 'Hamas', 'says', 'she', 'was', ""'shown"", 'off', 'like', 'a', ""trophy'""]","['Woman', 'kidnapped', 'by', 'Hamas', 'say', 'she', 'wa', ""'shown"", 'off', 'like', 'a', ""trophy'""]",bbc
Gaza health ministry says Israeli strikes kill 110 in Jabalia,2023-12-18,"['Gaza', 'health', 'ministry', 'says', 'Israeli', 'strikes', 'kill', '110', 'in', 'Jabalia']","['Gaza', 'health', 'ministry', 'say', 'Israeli', 'strike', 'kill', '110', 'in', 'Jabalia']",bbc
Hamas releases video showing three elderly Israeli hostages,2023-12-18,"['Hamas', 'releases', 'video', 'showing', 'three', 'elderly', 'Israeli', 'hostages']","['Hamas', 'release', 'video', 'showing', 'three', 'elderly', 'Israeli', 'hostage']",bbc
Footage shows inside of 'biggest ever' Gaza tunnel,2023-12-18,"['Footage', 'shows', 'inside', 'of', ""'biggest"", ""ever'"", 'Gaza', 'tunnel']","['Footage', 'show', 'inside', 'of', ""'biggest"", ""ever'"", 'Gaza', 'tunnel']",bbc
What is Hamas and why is it fighting with Israel in Gaza?,2023-12-13,"['What', 'is', 'Hamas', 'and', 'why', 'is', 'it', 'fighting', 'with', 'Israel', 'in', 'Gaza?']","['What', 'is', 'Hamas', 'and', 'why', 'is', 'it', 'fighting', 'with', 'Israel', 'in', 'Gaza?']",bbc
Thai hostage speaks of captivity with Israelis killed by mistake,2023-12-18,"['Thai', 'hostage', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']","['Thai', 'hostage', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']",bbc
What Gaza's death toll says about the war,2023-12-20,"['What', ""Gaza's"", 'death', 'toll', 'says', 'about', 'the', 'war']","['What', ""Gaza's"", 'death', 'toll', 'say', 'about', 'the', 'war']",bbc
Talks on new pause in Gaza war gain urgency as Hamas chief visits Cairo,2023-12-20,"['Talks', 'on', 'new', 'pause', 'in', 'Gaza', 'war', 'gain', 'urgency', 'as', 'Hamas', 'chief', 'visits', 'Cairo']","['Talks', 'on', 'new', 'pause', 'in', 'Gaza', 'war', 'gain', 'urgency', 'a', 'Hamas', 'chief', 'visit', 'Cairo']",bbc
How my family escaped bombs in Gaza for a new life in Canada,2023-12-19,"['How', 'my', 'family', 'escaped', 'bombs', 'in', 'Gaza', 'for', 'a', 'new', 'life', 'in', 'Canada']","['How', 'my', 'family', 'escaped', 'bomb', 'in', 'Gaza', 'for', 'a', 'new', 'life', 'in', 'Canada']",bbc
Thai man speaks of captivity with Israelis killed by mistake,2023-12-18,"['Thai', 'man', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']","['Thai', 'man', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']",bbc
Negotiations delay UN vote urging pause in fighting,2023-12-20,"['Negotiations', 'delay', 'UN', 'vote', 'urging', 'pause', 'in', 'fighting']","['Negotiations', 'delay', 'UN', 'vote', 'urging', 'pause', 'in', 'fighting']",bbc
US still has 'serious concerns' over UN Security Council vote,2023-12-21,"['US', 'still', 'has', ""'serious"", ""concerns'"", 'over', 'UN', 'Security', 'Council', 'vote']","['US', 'still', 'ha', ""'serious"", ""concerns'"", 'over', 'UN', 'Security', 'Council', 'vote']",bbc
BBC journalist: My family's traumatic journey out of Gaza City,2023-12-21,"['BBC', 'journalist:', 'My', ""family's"", 'traumatic', 'journey', 'out', 'of', 'Gaza', 'City']","['BBC', 'journalist:', 'My', ""family's"", 'traumatic', 'journey', 'out', 'of', 'Gaza', 'City']",bbc
Usman Khawaja charged over black armband in support of Gaza,2023-12-21,"['Usman', 'Khawaja', 'charged', 'over', 'black', 'armband', 'in', 'support', 'of', 'Gaza']","['Usman', 'Khawaja', 'charged', 'over', 'black', 'armband', 'in', 'support', 'of', 'Gaza']",bbc
Our friendship was not damaged: Israeli-Palestinian rap duo,2023-12-22,"['Our', 'friendship', 'was', 'not', 'damaged:', 'Israeli-Palestinian', 'rap', 'duo']","['Our', 'friendship', 'wa', 'not', 'damaged:', 'Israeli-Palestinian', 'rap', 'duo']",bbc
False claims of staged deaths surge in Israel-Gaza war,2023-12-22,"['False', 'claims', 'of', 'staged', 'deaths', 'surge', 'in', 'Israel-Gaza', 'war']","['False', 'claim', 'of', 'staged', 'death', 'surge', 'in', 'Israel-Gaza', 'war']",bbc
Israel says it has arrested hundreds of Hamas and Islamic Jihad members,2023-12-23,"['Israel', 'says', 'it', 'has', 'arrested', 'hundreds', 'of', 'Hamas', 'and', 'Islamic', 'Jihad', 'members']","['Israel', 'say', 'it', 'ha', 'arrested', 'hundred', 'of', 'Hamas', 'and', 'Islamic', 'Jihad', 'member']",bbc
Stakes are immense as Biden presses Israel to change course,2023-12-23,"['Stakes', 'are', 'immense', 'as', 'Biden', 'presses', 'Israel', 'to', 'change', 'course']","['Stakes', 'are', 'immense', 'a', 'Biden', 'press', 'Israel', 'to', 'change', 'course']",bbc
Israel Gaza war: Hamas says 70 killed in Israeli air strike on camp,2023-12-25,"['Israel', 'Gaza', 'war:', 'Hamas', 'says', '70', 'killed', 'in', 'Israeli', 'air', 'strike', 'on', 'camp']","['Israel', 'Gaza', 'war:', 'Hamas', 'say', '70', 'killed', 'in', 'Israeli', 'air', 'strike', 'on', 'camp']",bbc
Awni Eldous: The Palestinian boy who found YouTube fame after death,2023-12-24,"['Awni', 'Eldous:', 'The', 'Palestinian', 'boy', 'who', 'found', 'YouTube', 'fame', 'after', 'death']","['Awni', 'Eldous:', 'The', 'Palestinian', 'boy', 'who', 'found', 'YouTube', 'fame', 'after', 'death']",bbc
Israel Gaza war: UN says no let-up in Israeli air strikes in Gaza,2023-12-25,"['Israel', 'Gaza', 'war:', 'UN', 'says', 'no', 'let-up', 'in', 'Israeli', 'air', 'strikes', 'in', 'Gaza']","['Israel', 'Gaza', 'war:', 'UN', 'say', 'no', 'let-up', 'in', 'Israeli', 'air', 'strike', 'in', 'Gaza']",bbc
"Israeli strike in Syria kills Iranian commander, Iran says",2023-12-25,"['Israeli', 'strike', 'in', 'Syria', 'kills', 'Iranian', 'commander,', 'Iran', 'says']","['Israeli', 'strike', 'in', 'Syria', 'kill', 'Iranian', 'commander,', 'Iran', 'say']",bbc
Archbishop of Canterbury highlights suffering in Israel-Gaza war in Christmas Day sermon,2023-12-25,"['Archbishop', 'of', 'Canterbury', 'highlights', 'suffering', 'in', 'Israel-Gaza', 'war', 'in', 'Christmas', 'Day', 'sermon']","['Archbishop', 'of', 'Canterbury', 'highlight', 'suffering', 'in', 'Israel-Gaza', 'war', 'in', 'Christmas', 'Day', 'sermon']",bbc
Drone shots show Palestinians buried in Rafah mass grave,2023-12-26,"['Drone', 'shots', 'show', 'Palestinians', 'buried', 'in', 'Rafah', 'mass', 'grave']","['Drone', 'shot', 'show', 'Palestinians', 'buried', 'in', 'Rafah', 'mass', 'grave']",bbc
"Israel-Gaza war will continue for months, IDF chief warns",2023-12-26,"['Israel-Gaza', 'war', 'will', 'continue', 'for', 'months,', 'IDF', 'chief', 'warns']","['Israel-Gaza', 'war', 'will', 'continue', 'for', 'months,', 'IDF', 'chief', 'warns']",bbc
Israel expanding ground offensive into central Gaza refugee camps,2023-12-27,"['Israel', 'expanding', 'ground', 'offensive', 'into', 'central', 'Gaza', 'refugee', 'camps']","['Israel', 'expanding', 'ground', 'offensive', 'into', 'central', 'Gaza', 'refugee', 'camp']",bbc
Thousands of Palestinians flee central Gaza as Israeli troops advance,2023-12-28,"['Thousands', 'of', 'Palestinians', 'flee', 'central', 'Gaza', 'as', 'Israeli', 'troops', 'advance']","['Thousands', 'of', 'Palestinians', 'flee', 'central', 'Gaza', 'a', 'Israeli', 'troop', 'advance']",bbc
Israel Gaza war: Israel warns Hezbollah and Lebanon over border fighting,2023-12-28,"['Israel', 'Gaza', 'war:', 'Israel', 'warns', 'Hezbollah', 'and', 'Lebanon', 'over', 'border', 'fighting']","['Israel', 'Gaza', 'war:', 'Israel', 'warns', 'Hezbollah', 'and', 'Lebanon', 'over', 'border', 'fighting']",bbc
Gaza: Baby pulled alive from rubble after Israeli air strike on Rafah,2023-12-29,"['Gaza:', 'Baby', 'pulled', 'alive', 'from', 'rubble', 'after', 'Israeli', 'air', 'strike', 'on', 'Rafah']","['Gaza:', 'Baby', 'pulled', 'alive', 'from', 'rubble', 'after', 'Israeli', 'air', 'strike', 'on', 'Rafah']",bbc
Wrongfully convicted man and ex-hostage on life in captivity,2023-12-29,"['Wrongfully', 'convicted', 'man', 'and', 'ex-hostage', 'on', 'life', 'in', 'captivity']","['Wrongfully', 'convicted', 'man', 'and', 'ex-hostage', 'on', 'life', 'in', 'captivity']",bbc
"Displaced Gazans 'living in the open', UN says",2023-12-30,"['Displaced', 'Gazans', ""'living"", 'in', 'the', ""open',"", 'UN', 'says']","['Displaced', 'Gazans', ""'living"", 'in', 'the', ""open',"", 'UN', 'say']",bbc
Israel Supreme Court strikes down judicial reforms,2024-01-01,"['Israel', 'Supreme', 'Court', 'strikes', 'down', 'judicial', 'reforms']","['Israel', 'Supreme', 'Court', 'strike', 'down', 'judicial', 'reform']",bbc
Israel says war in Gaza expected to continue throughout 2024,2024-01-01,"['Israel', 'says', 'war', 'in', 'Gaza', 'expected', 'to', 'continue', 'throughout', '2024']","['Israel', 'say', 'war', 'in', 'Gaza', 'expected', 'to', 'continue', 'throughout', '2024']",bbc
Hamas deputy leader Saleh al-Arouri killed in Beirut blast,2024-01-02,"['Hamas', 'deputy', 'leader', 'Saleh', 'al-Arouri', 'killed', 'in', 'Beirut', 'blast']","['Hamas', 'deputy', 'leader', 'Saleh', 'al-Arouri', 'killed', 'in', 'Beirut', 'blast']",bbc
Who was Hamas leader Saleh al-Arouri killed in Beirut?,2024-01-02,"['Who', 'was', 'Hamas', 'leader', 'Saleh', 'al-Arouri', 'killed', 'in', 'Beirut?']","['Who', 'wa', 'Hamas', 'leader', 'Saleh', 'al-Arouri', 'killed', 'in', 'Beirut?']",bbc
What is behind Turkey's staunch support for Hamas in Gaza?,2024-01-02,"['What', 'is', 'behind', ""Turkey's"", 'staunch', 'support', 'for', 'Hamas', 'in', 'Gaza?']","['What', 'is', 'behind', ""Turkey's"", 'staunch', 'support', 'for', 'Hamas', 'in', 'Gaza?']",bbc
Israel to fight South Africa's Gaza genocide claim in court,2024-01-02,"['Israel', 'to', 'fight', 'South', ""Africa's"", 'Gaza', 'genocide', 'claim', 'in', 'court']","['Israel', 'to', 'fight', 'South', ""Africa's"", 'Gaza', 'genocide', 'claim', 'in', 'court']",bbc
"Saleh al-Arouri: Hamas leader's death 'won't go unpunished', says Hezbollah chief",2024-01-03,"['Saleh', 'al-Arouri:', 'Hamas', ""leader's"", 'death', ""'won't"", 'go', ""unpunished',"", 'says', 'Hezbollah', 'chief']","['Saleh', 'al-Arouri:', 'Hamas', ""leader's"", 'death', ""'won't"", 'go', ""unpunished',"", 'say', 'Hezbollah', 'chief']",bbc
Lyse Doucet: Hamas leader's assassination sparks wider war fears,2024-01-03,"['Lyse', 'Doucet:', 'Hamas', ""leader's"", 'assassination', 'sparks', 'wider', 'war', 'fears']","['Lyse', 'Doucet:', 'Hamas', ""leader's"", 'assassination', 'spark', 'wider', 'war', 'fear']",bbc
Saleh al-Arouri: Thousands attend Hamas deputy leader's funeral in Beirut,2024-01-04,"['Saleh', 'al-Arouri:', 'Thousands', 'attend', 'Hamas', 'deputy', ""leader's"", 'funeral', 'in', 'Beirut']","['Saleh', 'al-Arouri:', 'Thousands', 'attend', 'Hamas', 'deputy', ""leader's"", 'funeral', 'in', 'Beirut']",bbc
Israeli minister outlines plans for Gaza after war,2024-01-05,"['Israeli', 'minister', 'outlines', 'plans', 'for', 'Gaza', 'after', 'war']","['Israeli', 'minister', 'outline', 'plan', 'for', 'Gaza', 'after', 'war']",bbc
Israeli ex-hostage returns to site of Nova festival massacre and kidnappings,2024-01-05,"['Israeli', 'ex-hostage', 'returns', 'to', 'site', 'of', 'Nova', 'festival', 'massacre', 'and', 'kidnappings']","['Israeli', 'ex-hostage', 'return', 'to', 'site', 'of', 'Nova', 'festival', 'massacre', 'and', 'kidnapping']",bbc
"Hamas command in north Gaza destroyed, Israel says",2024-01-06,"['Hamas', 'command', 'in', 'north', 'Gaza', 'destroyed,', 'Israel', 'says']","['Hamas', 'command', 'in', 'north', 'Gaza', 'destroyed,', 'Israel', 'say']",bbc
The huge challenges facing Israel's 'day after' plan,2024-01-06,"['The', 'huge', 'challenges', 'facing', ""Israel's"", ""'day"", ""after'"", 'plan']","['The', 'huge', 'challenge', 'facing', ""Israel's"", ""'day"", ""after'"", 'plan']",bbc
Young Britons exposed to online radicalisation following Hamas attack,2024-01-06,"['Young', 'Britons', 'exposed', 'to', 'online', 'radicalisation', 'following', 'Hamas', 'attack']","['Young', 'Britons', 'exposed', 'to', 'online', 'radicalisation', 'following', 'Hamas', 'attack']",bbc
Al Jazeera bureau chief's son Hamza al-Dahdouh among journalists killed in Gaza,2024-01-07,"['Al', 'Jazeera', 'bureau', ""chief's"", 'son', 'Hamza', 'al-Dahdouh', 'among', 'journalists', 'killed', 'in', 'Gaza']","['Al', 'Jazeera', 'bureau', ""chief's"", 'son', 'Hamza', 'al-Dahdouh', 'among', 'journalist', 'killed', 'in', 'Gaza']",bbc
Israel-Palestinian bitterness deepened by Hamas attack and war,2024-01-07,"['Israel-Palestinian', 'bitterness', 'deepened', 'by', 'Hamas', 'attack', 'and', 'war']","['Israel-Palestinian', 'bitterness', 'deepened', 'by', 'Hamas', 'attack', 'and', 'war']",bbc
Antony Blinken: On the US mission to stop Gaza igniting wider war,2024-01-08,"['Antony', 'Blinken:', 'On', 'the', 'US', 'mission', 'to', 'stop', 'Gaza', 'igniting', 'wider', 'war']","['Antony', 'Blinken:', 'On', 'the', 'US', 'mission', 'to', 'stop', 'Gaza', 'igniting', 'wider', 'war']",bbc
Suspected Israeli strike in Lebanon kills senior Hezbollah commander,2024-01-08,"['Suspected', 'Israeli', 'strike', 'in', 'Lebanon', 'kills', 'senior', 'Hezbollah', 'commander']","['Suspected', 'Israeli', 'strike', 'in', 'Lebanon', 'kill', 'senior', 'Hezbollah', 'commander']",bbc
Biden tells heckler he's pushing Israel to leave Gaza,2024-01-08,"['Biden', 'tells', 'heckler', ""he's"", 'pushing', 'Israel', 'to', 'leave', 'Gaza']","['Biden', 'tell', 'heckler', ""he's"", 'pushing', 'Israel', 'to', 'leave', 'Gaza']",bbc
Blinken says cost of conflict on children far too high,2024-01-09,"['Blinken', 'says', 'cost', 'of', 'conflict', 'on', 'children', 'far', 'too', 'high']","['Blinken', 'say', 'cost', 'of', 'conflict', 'on', 'child', 'far', 'too', 'high']",bbc
'Deep concern' for patients and staff at Gaza's al-Aqsa hospital,2024-01-10,"[""'Deep"", ""concern'"", 'for', 'patients', 'and', 'staff', 'at', ""Gaza's"", 'al-Aqsa', 'hospital']","[""'Deep"", ""concern'"", 'for', 'patient', 'and', 'staff', 'at', ""Gaza's"", 'al-Aqsa', 'hospital']",bbc
"Israel officials support Gaza destruction, court hears",2024-01-11,"['Israel', 'officials', 'support', 'Gaza', 'destruction,', 'court', 'hears']","['Israel', 'official', 'support', 'Gaza', 'destruction,', 'court', 'hears']",bbc
'This is my home’ – a 13-year-old vlogger's life in Gaza,2024-01-11,"[""'This"", 'is', 'my', 'home’', '–', 'a', '13-year-old', ""vlogger's"", 'life', 'in', 'Gaza']","[""'This"", 'is', 'my', 'home’', '–', 'a', '13-year-old', ""vlogger's"", 'life', 'in', 'Gaza']",bbc
Strikes on Houthi targets in Yemen show war in Gaza has already spread,2024-01-12,"['Strikes', 'on', 'Houthi', 'targets', 'in', 'Yemen', 'show', 'war', 'in', 'Gaza', 'has', 'already', 'spread']","['Strikes', 'on', 'Houthi', 'target', 'in', 'Yemen', 'show', 'war', 'in', 'Gaza', 'ha', 'already', 'spread']",bbc
Israel says South Africa distorting the truth in ICJ genocide case,2024-01-12,"['Israel', 'says', 'South', 'Africa', 'distorting', 'the', 'truth', 'in', 'ICJ', 'genocide', 'case']","['Israel', 'say', 'South', 'Africa', 'distorting', 'the', 'truth', 'in', 'ICJ', 'genocide', 'case']",bbc
South Africa's genocide case against Israel: Both sides play heavy on emotion in ICJ hearing,2024-01-12,"['South', ""Africa's"", 'genocide', 'case', 'against', 'Israel:', 'Both', 'sides', 'play', 'heavy', 'on', 'emotion', 'in', 'ICJ', 'hearing']","['South', ""Africa's"", 'genocide', 'case', 'against', 'Israel:', 'Both', 'side', 'play', 'heavy', 'on', 'emotion', 'in', 'ICJ', 'hearing']",bbc
Queen's book club pick depicts Charles as hostage,2024-01-12,"[""Queen's"", 'book', 'club', 'pick', 'depicts', 'Charles', 'as', 'hostage']","[""Queen's"", 'book', 'club', 'pick', 'depicts', 'Charles', 'a', 'hostage']",bbc
Israel strikes southern Gaza city swollen with displaced people,2024-01-13,"['Israel', 'strikes', 'southern', 'Gaza', 'city', 'swollen', 'with', 'displaced', 'people']","['Israel', 'strike', 'southern', 'Gaza', 'city', 'swollen', 'with', 'displaced', 'people']",bbc
Thousands attend pro-Palestinian march in London,2024-01-13,"['Thousands', 'attend', 'pro-Palestinian', 'march', 'in', 'London']","['Thousands', 'attend', 'pro-Palestinian', 'march', 'in', 'London']",bbc
Tough choices for Israel in US's Middle East vision,2024-01-13,"['Tough', 'choices', 'for', 'Israel', 'in', ""US's"", 'Middle', 'East', 'vision']","['Tough', 'choice', 'for', 'Israel', 'in', ""US's"", 'Middle', 'East', 'vision']",bbc
Thousands call for release of hostages at pro-Israel rally in London,2024-01-14,"['Thousands', 'call', 'for', 'release', 'of', 'hostages', 'at', 'pro-Israel', 'rally', 'in', 'London']","['Thousands', 'call', 'for', 'release', 'of', 'hostage', 'at', 'pro-Israel', 'rally', 'in', 'London']",bbc
Hezbollah missile attack kills Israeli woman and son,2024-01-14,"['Hezbollah', 'missile', 'attack', 'kills', 'Israeli', 'woman', 'and', 'son']","['Hezbollah', 'missile', 'attack', 'kill', 'Israeli', 'woman', 'and', 'son']",bbc
"100 days since Hamas attacked Israel, triggering war in Gaza",2024-01-14,"['100', 'days', 'since', 'Hamas', 'attacked', 'Israel,', 'triggering', 'war', 'in', 'Gaza']","['100', 'day', 'since', 'Hamas', 'attacked', 'Israel,', 'triggering', 'war', 'in', 'Gaza']",bbc
Israel Gaza war: Hamas video claims to show dead hostages,2024-01-15,"['Israel', 'Gaza', 'war:', 'Hamas', 'video', 'claims', 'to', 'show', 'dead', 'hostages']","['Israel', 'Gaza', 'war:', 'Hamas', 'video', 'claim', 'to', 'show', 'dead', 'hostage']",bbc
They were Israel's 'eyes on the border' - but their Hamas warnings went unheard,2024-01-15,"['They', 'were', ""Israel's"", ""'eyes"", 'on', 'the', ""border'"", '-', 'but', 'their', 'Hamas', 'warnings', 'went', 'unheard']","['They', 'were', ""Israel's"", ""'eyes"", 'on', 'the', ""border'"", '-', 'but', 'their', 'Hamas', 'warning', 'went', 'unheard']",bbc
"Israel Gaza war: Deal reached on aid to Gaza, including to hostages",2024-01-16,"['Israel', 'Gaza', 'war:', 'Deal', 'reached', 'on', 'aid', 'to', 'Gaza,', 'including', 'to', 'hostages']","['Israel', 'Gaza', 'war:', 'Deal', 'reached', 'on', 'aid', 'to', 'Gaza,', 'including', 'to', 'hostage']",bbc
Mother of hostage killed by IDF blames 'just Hamas' for death,2024-01-16,"['Mother', 'of', 'hostage', 'killed', 'by', 'IDF', 'blames', ""'just"", ""Hamas'"", 'for', 'death']","['Mother', 'of', 'hostage', 'killed', 'by', 'IDF', 'blame', ""'just"", ""Hamas'"", 'for', 'death']",bbc
